(?b <http://schema.org/containedInPlace> yago:_Q3564604) ^ (?c <http://schema.org/containsPlace> yago:Vsetín_District) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4855.0__13697.0)_ef10_10/10>) | support: 58, headCoverage: 0.006056808688387635, confidence: 3.2222222222222223, lift: 31.485714285714288, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 18
(?d <http://schema.org/givenName> <http://yago-knowledge.org/resource/Heinz_(given_name)>) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<8.76__10.05)_ef10_9/10>) | support: 55, headCoverage: 0.005743525480367585, confidence: 0.1909722222222222, lift: 1.8660714285714286, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 288
(?d <http://schema.org/sameAs> "https://sk.wikipedia.org/wiki/Cesta_I._triedy_19_(%C4%8Cesko)") ^ (?d <http://schema.org/containedInPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<468.0__1136.5)_ef10_1/10>) | support: 126, headCoverage: 0.013157894736842105, confidence: 0.18421052631578946, lift: 1.8529411764705883, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 684
(?d <http://schema.org/deathPlace> yago:Kraków) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<10.05__16.49)_ef10_10/10>) | support: 55, headCoverage: 0.005743525480367585, confidence: 0.1909722222222222, lift: 1.852836879432624, headConfidence: 0.10307017543859649, headSize: 9576, bodySize: 288
(?d <http://schema.org/memberOf> yago:SFC_Opava) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<3395.5__4019.0)_ef10_8/10>) | support: 70, headCoverage: 0.007309941520467836, confidence: 0.18518518518518517, lift: 1.8491484184914841, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 378
(?d <http://schema.org/givenName> yago:Václav) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1467.0__1783.0)_ef10_3/10>) | support: 66, headCoverage: 0.006892230576441102, confidence: 0.18333333333333332, lift: 1.8441176470588234, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 360
(?d <http://schema.org/nationality> yago:Czechoslovakia) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1136.5__1467.0)_ef10_2/10>) | support: 66, headCoverage: 0.006892230576441102, confidence: 0.18333333333333332, lift: 1.8441176470588234, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 360
(?d <http://schema.org/containedInPlace> yago:Zlín_Region) ^ (?c <http://schema.org/containsPlace> ?d) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4019.0__4855.0)_ef10_9/10>) | support: 77, headCoverage: 0.00804093567251462, confidence: 0.1859903381642512, lift: 1.8437303087586643, headConfidence: 0.10087719298245613, headSize: 9576, bodySize: 414
(?d <http://schema.org/hasOccupation> yago:Farmer) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<3395.5__4019.0)_ef10_8/10>) | support: 73, headCoverage: 0.007623224728487886, confidence: 0.18434343434343434, lift: 1.8407431984074318, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 396
(?d <http://schema.org/givenName> <http://yago-knowledge.org/resource/Maria_(given_name)>) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<8.76__10.05)_ef10_9/10>) | support: 61, headCoverage: 0.0063700918964076855, confidence: 0.1882716049382716, lift: 1.8396825396825398, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 324
(?d <http://schema.org/givenName> yago:Kurt) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<8.76__10.05)_ef10_9/10>) | support: 88, headCoverage: 0.009189640768588136, confidence: 0.18803418803418803, lift: 1.8373626373626375, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 468
(?d <http://schema.org/memberOf> yago:Socialist_Unity_Party_of_Germany) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<8.76__10.05)_ef10_9/10>) | support: 88, headCoverage: 0.009189640768588136, confidence: 0.18803418803418803, lift: 1.8373626373626375, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 468
(?c schema:elevation <http://www.wikidata.org/value/23771c7293f43066d193553c3fe2330e>) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<468.0__1136.5)_ef10_1/10>) | support: 59, headCoverage: 0.006161236424394319, confidence: 0.18209876543209877, lift: 1.831699346405229, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 324
(?d <http://schema.org/memberOf> yago:HC_Dynamo_Pardubice) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2491.5__2923.0)_ef10_6/10>) | support: 59, headCoverage: 0.006161236424394319, confidence: 0.18209876543209877, lift: 1.831699346405229, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 324
(?d <http://schema.org/deathPlace> yago:Leipzig) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<8.76__10.05)_ef10_9/10>) | support: 64, headCoverage: 0.006683375104427736, confidence: 0.1871345029239766, lift: 1.8285714285714285, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 342
(?d <http://schema.org/location> yago:Slaný) ^ (?d <http://schema.org/location> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<3395.5__4019.0)_ef10_8/10>) | support: 56, headCoverage: 0.005847953216374269, confidence: 0.1830065359477124, lift: 1.8273937312151136, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 306
(?d <http://schema.org/memberOf> <http://yago-knowledge.org/resource/1._SC_Znojmo_FK>) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4019.0__4855.0)_ef10_9/10>) | support: 63, headCoverage: 0.006578947368421052, confidence: 0.18421052631578946, lift: 1.826086956521739, headConfidence: 0.10087719298245613, headSize: 9576, bodySize: 342
(?d <http://schema.org/memberOf> yago:Communist_Party_of_Czechoslovakia) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<1.13__3.55)_ef10_1/10>) | support: 78, headCoverage: 0.008145363408521303, confidence: 0.18055555555555555, lift: 1.8161764705882353, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 432
(?d <http://schema.org/givenName> yago:Fritz) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4019.0__4855.0)_ef10_9/10>) | support: 79, headCoverage: 0.008249791144527986, confidence: 0.18287037037037038, lift: 1.81280193236715, headConfidence: 0.10087719298245613, headSize: 9576, bodySize: 432
(?d <http://schema.org/memberOf> yago:Sudeten_German_Party) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<8.76__10.05)_ef10_9/10>) | support: 113, headCoverage: 0.01180033416875522, confidence: 0.184640522875817, lift: 1.8042016806722692, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 612
(?d <http://schema.org/givenName> yago:Vít_Q587130) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<3395.5__4019.0)_ef10_8/10>) | support: 78, headCoverage: 0.008145363408521303, confidence: 0.18055555555555555, lift: 1.802919708029197, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 432
(?d <http://schema.org/location> yago:Březolupy) ^ (?d <http://schema.org/location> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2923.0__3395.5)_ef10_7/10>) | support: 55, headCoverage: 0.005743525480367585, confidence: 0.17973856209150327, lift: 1.7947617003005583, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 306
(?d <http://schema.org/hasOccupation> yago:ski_jumper_Q13382603) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<7.89__8.76)_ef10_8/10>) | support: 61, headCoverage: 0.0063700918964076855, confidence: 0.1783625730994152, lift: 1.7941176470588236, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 342
(?d <http://schema.org/sameAs> "https://en.wikipedia.org/wiki/D5_motorway_(Czech_Republic)") ^ (?d <http://schema.org/containedInPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1136.5__1467.0)_ef10_2/10>) | support: 61, headCoverage: 0.0063700918964076855, confidence: 0.1783625730994152, lift: 1.7941176470588236, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 342
(?d <http://schema.org/givenName> <http://yago-knowledge.org/resource/Milan_(given_name)>) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<3395.5__4019.0)_ef10_8/10>) | support: 58, headCoverage: 0.006056808688387635, confidence: 0.17901234567901234, lift: 1.7875101378751013, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 324
(?d <http://schema.org/hasOccupation> yago:motorcycle_racer_Q3014296) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<1.13__3.55)_ef10_1/10>) | support: 83, headCoverage: 0.00866750208855472, confidence: 0.17735042735042736, lift: 1.7839366515837105, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 468
(?d <http://schema.org/familyName> yago:Böhm_Q21492775) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<8.76__10.05)_ef10_9/10>) | support: 59, headCoverage: 0.006161236424394319, confidence: 0.18209876543209877, lift: 1.7793650793650795, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 324
(?d <http://schema.org/givenName> <http://yago-knowledge.org/resource/Gustav_(name)>) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4019.0__4855.0)_ef10_9/10>) | support: 71, headCoverage: 0.007414369256474519, confidence: 0.17929292929292928, lift: 1.7773386034255598, headConfidence: 0.10087719298245613, headSize: 9576, bodySize: 396
(?d <http://schema.org/givenName> yago:Theodor) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<8.76__10.05)_ef10_9/10>) | support: 72, headCoverage: 0.007518796992481203, confidence: 0.18181818181818182, lift: 1.7766233766233768, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 396
(?d <http://schema.org/givenName> yago:Julius_Q1102114) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<7.89__8.76)_ef10_8/10>) | support: 54, headCoverage: 0.005639097744360902, confidence: 0.17647058823529413, lift: 1.7750865051903115, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 306
(?d <http://schema.org/givenName> <http://yago-knowledge.org/resource/Martina_(given_name)>) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4019.0__4855.0)_ef10_9/10>) | support: 87, headCoverage: 0.009085213032581453, confidence: 0.17901234567901234, lift: 1.7745571658615138, headConfidence: 0.10087719298245613, headSize: 9576, bodySize: 486
(?d <http://schema.org/hasOccupation> yago:film_score_composer_Q1415090) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<8.76__10.05)_ef10_9/10>) | support: 62, headCoverage: 0.006474519632414369, confidence: 0.18128654970760233, lift: 1.7714285714285714, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 342
(?d <http://schema.org/nationality> yago:Czech_Republic) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1467.0__1783.0)_ef10_3/10>) | support: 57, headCoverage: 0.005952380952380952, confidence: 0.17592592592592593, lift: 1.769607843137255, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 324
(?d <http://schema.org/memberOf> <http://yago-knowledge.org/resource/Civic_Democratic_Party_(Czech_Republic)>) ^ (?d <http://schema.org/homeLocation> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4019.0__4855.0)_ef10_9/10>) | support: 80, headCoverage: 0.00835421888053467, confidence: 0.17777777777777778, lift: 1.7623188405797103, headConfidence: 0.10087719298245613, headSize: 9576, bodySize: 450
(?d <http://schema.org/location> yago:Slaný) ^ (?d <http://schema.org/location> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2923.0__3395.5)_ef10_7/10>) | support: 54, headCoverage: 0.005639097744360902, confidence: 0.17647058823529413, lift: 1.7621296693860027, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 306
(?d <http://schema.org/memberOf> yago:Rytíři_Kladno) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<10.05__16.49)_ef10_10/10>) | support: 62, headCoverage: 0.006474519632414369, confidence: 0.18128654970760233, lift: 1.7588652482269502, headConfidence: 0.10307017543859649, headSize: 9576, bodySize: 342
(?d <http://schema.org/givenName> yago:Kurt) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4019.0__4855.0)_ef10_9/10>) | support: 83, headCoverage: 0.00866750208855472, confidence: 0.17735042735042736, lift: 1.758082497212932, headConfidence: 0.10087719298245613, headSize: 9576, bodySize: 468
(?d <http://schema.org/givenName> yago:Jiřina_Q1009550) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<3395.5__4019.0)_ef10_8/10>) | support: 66, headCoverage: 0.006892230576441102, confidence: 0.1746031746031746, lift: 1.743482794577685, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 378
(?d <http://schema.org/hasOccupation> yago:Violinist) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<468.0__1136.5)_ef10_1/10>) | support: 56, headCoverage: 0.005847953216374269, confidence: 0.1728395061728395, lift: 1.738562091503268, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 324
(?d <http://schema.org/deathPlace> yago:Tábor) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1467.0__1783.0)_ef10_3/10>) | support: 56, headCoverage: 0.005847953216374269, confidence: 0.1728395061728395, lift: 1.738562091503268, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 324
(?d <http://schema.org/containedInPlace> yago:Lower_Silesian_Voivodeship) ^ (?d <http://schema.org/containedInPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<8.76__10.05)_ef10_9/10>) | support: 67, headCoverage: 0.006996658312447786, confidence: 0.17724867724867724, lift: 1.7319727891156462, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 378
(?d <http://schema.org/sameAs> "https://de.wikipedia.org/wiki/Silnice_I/16") ^ (?d <http://schema.org/containedInPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1136.5__1467.0)_ef10_2/10>) | support: 65, headCoverage: 0.006787802840434419, confidence: 0.17195767195767195, lift: 1.7296918767507004, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 378
(?d <http://schema.org/givenName> <http://yago-knowledge.org/resource/Maria_(given_name)>) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2923.0__3395.5)_ef10_7/10>) | support: 56, headCoverage: 0.005847953216374269, confidence: 0.1728395061728395, lift: 1.7258718572587184, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 324
(?d <http://schema.org/givenName> yago:Tomáš) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<3395.5__4019.0)_ef10_8/10>) | support: 56, headCoverage: 0.005847953216374269, confidence: 0.1728395061728395, lift: 1.7258718572587184, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 324
